plot,old_plot,year,month,day,date,survey_date,start_time1,start_time1.1,end_time1,end_time1.1,type,duration,region,region_code,subregion,subregion_code,zone,cluster,cluster_size,survey_method,Tylercomment,quality1,quality2,quality1_date,quality2_date,prop_surveyed,Selection_Method,Sighting_code,species,group,final_nests,final_centroids,final_decision_comment,Count_Nests_found,Count_Probable_nest,Count_Pairs,Count_Male,Count_Female,Count_Unknown_sex,Incidentals.Off_Plot_Birds_Seen_Y.N,GIS_UTM_ZONE,UTM_SW_Easting,UTM_SW_Northing,UTM_NW_Easting,UTM_NW_Northing,UTM_NE_Easting,UTM_NE_Northing,UTM_SE_Easting,UTM_SE_Northing,plot_area,snow_cover,habitat,X1.Region,X2.Zone,X3.Plot,X4.Area,X5.Land,X6.Elev,X7.Hab,X8.Pgood,X9.Pfair,X10.Ppoor,X12.UniqueZone,clusterID,surveyID,plotID,camp,number
ARV-2002,ARV2,2008,6,16,16-Jun-08,16-Jun-08,10:50,10:50,14:45,14:45,INTENSIVE,0.163194444,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11093L6,NA,NA,rapid,,NA,1,,01-May-15,1,field selected,1,SAVS,Passerines,NA,NA,,0,0,0,0,0,5,yes,15,440663,6779437,440663,6779838,440960,6779838,440961,6779437,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:50.ARV-2002.June 16, 2008",ARV-2002.2008,ARV,10
ARV-2003,ARV3,2008,6,15,15-Jun-08,15-Jun-08,14:51,14:51,16:41,16:41,INTENSIVE,0.076388889,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11155L6,NA,NA,rapid,,NA,3,,01-May-15,1,field selected,1,DUNL,Shorebirds,NA,NA,,0,0,0,0,0,4,yes,15,439942,6775687,439942,6776087,440242,6776087,440242,6775687,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:51.ARV-2003.June 15, 2008",ARV-2003.2008,ARV,8
ARV-2003,ARV3,2008,6,15,15-Jun-08,15-Jun-08,14:51,14:51,16:41,16:41,INTENSIVE,0.076388889,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11155L6,NA,NA,rapid,,NA,3,,01-May-15,1,field selected,1,LALO,Passerines,NA,NA,,1,0,6,4,1,0,yes,15,439942,6775687,439942,6776087,440242,6776087,440242,6775687,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:51.ARV-2003.June 15, 2008",ARV-2003.2008,ARV,24
ARV-2003,ARV3,2008,6,15,15-Jun-08,15-Jun-08,14:51,14:51,16:41,16:41,INTENSIVE,0.076388889,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11155L6,NA,NA,rapid,,NA,3,,01-May-15,1,field selected,1,NOPI,Waterfowl,NA,NA,,0,0,0,0,1,0,yes,15,439942,6775687,439942,6776087,440242,6776087,440242,6775687,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:51.ARV-2003.June 15, 2008",ARV-2003.2008,ARV,2
ARV-2003,ARV3,2008,6,15,15-Jun-08,15-Jun-08,14:51,14:51,16:41,16:41,INTENSIVE,0.076388889,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11155L6,NA,NA,rapid,,NA,3,,01-May-15,1,field selected,1,RNPH,Shorebirds,NA,NA,,0,0,0,2,2,0,yes,15,439942,6775687,439942,6776087,440242,6776087,440242,6775687,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:51.ARV-2003.June 15, 2008",ARV-2003.2008,ARV,8
ARV-2003,ARV3,2008,6,15,15-Jun-08,15-Jun-08,14:51,14:51,16:41,16:41,INTENSIVE,0.076388889,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11155L6,NA,NA,rapid,,NA,3,,01-May-15,1,field selected,1,SAVS,Passerines,NA,NA,,0,0,0,0,0,6,yes,15,439942,6775687,439942,6776087,440242,6776087,440242,6775687,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:51.ARV-2003.June 15, 2008",ARV-2003.2008,ARV,12
ARV-2003,ARV3,2008,6,15,15-Jun-08,15-Jun-08,14:51,14:51,16:41,16:41,INTENSIVE,0.076388889,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11155L6,NA,NA,rapid,,NA,3,,01-May-15,1,field selected,1,SESA,Shorebirds,NA,NA,,0,0,0,0,0,5,yes,15,439942,6775687,439942,6776087,440242,6776087,440242,6775687,0.12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:51.ARV-2003.June 15, 2008",ARV-2003.2008,ARV,10
ARV-2004,ARV4,2008,6,15,15-Jun-08,15-Jun-08,10:40,10:40,13:10,13:10,INTENSIVE,0.104166667,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11153L6,NA,NA,rapid,,NA,1,,01-May-15,1,field selected,1,UNRE,Passerines,NA,NA,,0,0,0,1,0,3,yes,15,437632,6776829,NA,NA,NA,NA,NA,NA,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:40.ARV-2004.June 15, 2008",ARV-2004.2008,ARV,8
ARV-2004,ARV4,2008,6,15,15-Jun-08,15-Jun-08,10:40,10:40,13:10,13:10,INTENSIVE,0.104166667,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11153L6,NA,NA,rapid,,NA,1,,01-May-15,1,field selected,1,LTDU,Waterfowl,NA,NA,,1,0,0,0,1,0,yes,15,437632,6776829,NA,NA,NA,NA,NA,NA,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:40.ARV-2004.June 15, 2008",ARV-2004.2008,ARV,4
ARV-2004,ARV4,2008,6,15,15-Jun-08,15-Jun-08,10:40,10:40,13:10,13:10,INTENSIVE,0.104166667,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11153L6,NA,NA,rapid,,NA,1,,01-May-15,1,field selected,1,NOPI,Waterfowl,NA,NA,,0,0,0,0,1,0,yes,15,437632,6776829,NA,NA,NA,NA,NA,NA,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:40.ARV-2004.June 15, 2008",ARV-2004.2008,ARV,2
ARV-2004,ARV4,2008,6,15,15-Jun-08,15-Jun-08,10:40,10:40,13:10,13:10,INTENSIVE,0.104166667,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11153L6,NA,NA,rapid,,NA,1,,01-May-15,1,field selected,1,SAVS,Passerines,NA,NA,,0,1,0,0,0,0,yes,15,437632,6776829,NA,NA,NA,NA,NA,NA,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:40.ARV-2004.June 15, 2008",ARV-2004.2008,ARV,2
ARV-2004,ARV4,2008,6,15,15-Jun-08,15-Jun-08,10:40,10:40,13:10,13:10,INTENSIVE,0.104166667,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11153L6,NA,NA,rapid,,NA,1,,01-May-15,1,field selected,1,STSA,Shorebirds,NA,NA,,0,0,0,0,0,1,yes,15,437632,6776829,NA,NA,NA,NA,NA,NA,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:40.ARV-2004.June 15, 2008",ARV-2004.2008,ARV,2
ARV-2004,ARV4,2008,6,15,15-Jun-08,15-Jun-08,10:40,10:40,13:10,13:10,INTENSIVE,0.104166667,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11153L6,NA,NA,rapid,,NA,1,,01-May-15,1,field selected,1,DUNL,Shorebirds,NA,NA,,1,0,0,0,0,0,yes,15,437632,6776829,NA,NA,NA,NA,NA,NA,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:40.ARV-2004.June 15, 2008",ARV-2004.2008,ARV,2
ARV-2004,ARV4,2008,6,15,15-Jun-08,15-Jun-08,10:40,10:40,13:10,13:10,INTENSIVE,0.104166667,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11153L6,NA,NA,rapid,,NA,1,,01-May-15,1,field selected,1,HERG,Gull,NA,NA,,0,0,0,0,0,1,yes,15,437632,6776829,NA,NA,NA,NA,NA,NA,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:40.ARV-2004.June 15, 2008",ARV-2004.2008,ARV,2
ARV-2004,ARV4,2008,6,15,15-Jun-08,15-Jun-08,10:40,10:40,13:10,13:10,INTENSIVE,0.104166667,Southwest Hudson Barrens,6,Amaruq & Meadowbank Mine Project,6.1,11153L6,NA,NA,rapid,,NA,1,,01-May-15,1,field selected,1,LALO,Passerines,NA,NA,,1,0,0,6,0,0,yes,15,437632,6776829,NA,NA,NA,NA,NA,NA,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:40.ARV-2004.June 15, 2008",ARV-2004.2008,ARV,14
COI-IntA,A,2006,6,15,15-Jun-06,15-Jun-06,9:15,9:15,10:50,10:50,INTENSIVE,0.065972222,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,DUNL,Shorebirds,NA,NA,,1,0,0,0,0,1,no,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09:15.COI-IntA.June 15, 2006",COI-IntA.2006,COI,4
COI-IntA,A,2006,6,15,15-Jun-06,15-Jun-06,9:15,9:15,10:50,10:50,INTENSIVE,0.065972222,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,KIEI,Waterfowl,NA,NA,,0,0,2,0,0,0,no,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09:15.COI-IntA.June 15, 2006",COI-IntA.2006,COI,4
COI-IntA,A,2006,6,15,15-Jun-06,15-Jun-06,9:15,9:15,10:50,10:50,INTENSIVE,0.065972222,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,LALO,Passerines,NA,NA,,0,0,2,4,0,0,no,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09:15.COI-IntA.June 15, 2006",COI-IntA.2006,COI,12
COI-IntA,A,2006,6,15,15-Jun-06,15-Jun-06,9:15,9:15,10:50,10:50,INTENSIVE,0.065972222,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,PESA,Shorebirds,NA,NA,,0,0,0,2,0,0,no,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09:15.COI-IntA.June 15, 2006",COI-IntA.2006,COI,4
COI-IntA,A,2006,6,15,15-Jun-06,15-Jun-06,9:15,9:15,10:50,10:50,INTENSIVE,0.065972222,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,REPH,Shorebirds,NA,NA,,2,0,2,0,1,0,no,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09:15.COI-IntA.June 15, 2006",COI-IntA.2006,COI,10
COI-IntA,A,2006,6,15,15-Jun-06,15-Jun-06,9:15,9:15,10:50,10:50,INTENSIVE,0.065972222,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,SESA,Shorebirds,NA,NA,,0,0,0,2,0,2,no,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09:15.COI-IntA.June 15, 2006",COI-IntA.2006,COI,8
COI-IntA,A,2006,6,15,15-Jun-06,15-Jun-06,9:15,9:15,10:50,10:50,INTENSIVE,0.065972222,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,WRSA,Shorebirds,NA,NA,,1,0,0,1,1,0,no,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09:15.COI-IntA.June 15, 2006",COI-IntA.2006,COI,6
COI-IntA,A,2006,6,22,22-Jun-06,22-Jun-06,15:41,15:41,16:50,16:50,INTENSIVE,0.047916667,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,AMGP,Shorebirds,NA,NA,,0,0,0,1,0,0,yes,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:41.COI-IntA.June 22, 2006",COI-IntA.2006,COI,2
COI-IntA,A,2006,6,22,22-Jun-06,22-Jun-06,15:41,15:41,16:50,16:50,INTENSIVE,0.047916667,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,DUNL,Shorebirds,NA,NA,,0,0,1,0,0,1,yes,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:41.COI-IntA.June 22, 2006",COI-IntA.2006,COI,4
COI-IntA,A,2006,6,22,22-Jun-06,22-Jun-06,15:41,15:41,16:50,16:50,INTENSIVE,0.047916667,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,LALO,Passerines,NA,NA,,0,0,0,1,1,0,yes,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:41.COI-IntA.June 22, 2006",COI-IntA.2006,COI,4
COI-IntA,A,2006,6,22,22-Jun-06,22-Jun-06,15:41,15:41,16:50,16:50,INTENSIVE,0.047916667,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,REPH,Shorebirds,NA,NA,,0,0,0,1,2,0,yes,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:41.COI-IntA.June 22, 2006",COI-IntA.2006,COI,6
COI-IntA,A,2006,6,22,22-Jun-06,22-Jun-06,15:41,15:41,16:50,16:50,INTENSIVE,0.047916667,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,SESA,Shorebirds,NA,NA,,0,0,0,0,0,2,yes,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:41.COI-IntA.June 22, 2006",COI-IntA.2006,COI,4
COI-IntA,A,2006,6,22,22-Jun-06,22-Jun-06,15:41,15:41,16:50,16:50,INTENSIVE,0.047916667,Southampton,4,Coats Island,4.2,643_B_R4,NA,NA,rapid,,NA,1,,16-Oct-19,1,field selected,1,WRSA,Shorebirds,NA,NA,,1,0,0,0,0,1,yes,17,425017.9999,6972094,425317.9999,6972094,425317.9999,6971694,425017.9999,6971694,0.12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15:41.COI-IntA.June 22, 2006",COI-IntA.2006,COI,4
COI-IntB,B,2006,6,15,15-Jun-06,15-Jun-06,11:35,11:35,12:23,12:23,INTENSIVE,0.033333333,Southampton,4,Coats Island,4.2,699_B_R4,NA,NA,rapid,,NA,2,,16-Oct-19,1,Field Modified GIS selected,1,DUNL,Shorebirds,NA,NA,,0,0,0,0,0,1,not recorded,17,423539.9999,6971432,423839.9999,6971432,423839.9999,6971032,423539.9999,6971032,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:35.COI-IntB.June 15, 2006",COI-IntB.2006,COI,2
COI-IntB,B,2006,6,15,15-Jun-06,15-Jun-06,11:35,11:35,12:23,12:23,INTENSIVE,0.033333333,Southampton,4,Coats Island,4.2,699_B_R4,NA,NA,rapid,,NA,2,,16-Oct-19,1,Field Modified GIS selected,1,KIEI,Waterfowl,NA,NA,,1,0,0,0,0,0,not recorded,17,423539.9999,6971432,423839.9999,6971432,423839.9999,6971032,423539.9999,6971032,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:35.COI-IntB.June 15, 2006",COI-IntB.2006,COI,2
COI-IntB,B,2006,6,15,15-Jun-06,15-Jun-06,11:35,11:35,12:23,12:23,INTENSIVE,0.033333333,Southampton,4,Coats Island,4.2,699_B_R4,NA,NA,rapid,,NA,2,,16-Oct-19,1,Field Modified GIS selected,1,LALO,Passerines,NA,NA,,0,0,2,4,0,0,not recorded,17,423539.9999,6971432,423839.9999,6971432,423839.9999,6971032,423539.9999,6971032,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:35.COI-IntB.June 15, 2006",COI-IntB.2006,COI,12
COI-IntB,B,2006,6,15,15-Jun-06,15-Jun-06,11:35,11:35,12:23,12:23,INTENSIVE,0.033333333,Southampton,4,Coats Island,4.2,699_B_R4,NA,NA,rapid,,NA,2,,16-Oct-19,1,Field Modified GIS selected,1,REPH,Shorebirds,NA,NA,,0,0,1,0,0,0,not recorded,17,423539.9999,6971432,423839.9999,6971432,423839.9999,6971032,423539.9999,6971032,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:35.COI-IntB.June 15, 2006",COI-IntB.2006,COI,2
COI-IntB,B,2006,6,15,15-Jun-06,15-Jun-06,11:35,11:35,12:23,12:23,INTENSIVE,0.033333333,Southampton,4,Coats Island,4.2,699_B_R4,NA,NA,rapid,,NA,2,,16-Oct-19,1,Field Modified GIS selected,1,SESA,Shorebirds,NA,NA,,0,0,3,0,0,2,not recorded,17,423539.9999,6971432,423839.9999,6971432,423839.9999,6971032,423539.9999,6971032,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:35.COI-IntB.June 15, 2006",COI-IntB.2006,COI,10
COI-IntB,B,2006,6,15,15-Jun-06,15-Jun-06,11:35,11:35,12:23,12:23,INTENSIVE,0.033333333,Southampton,4,Coats Island,4.2,699_B_R4,NA,NA,rapid,,NA,2,,16-Oct-19,1,Field Modified GIS selected,1,WRSA,Shorebirds,NA,NA,,0,0,0,0,0,1,not recorded,17,423539.9999,6971432,423839.9999,6971432,423839.9999,6971032,423539.9999,6971032,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:35.COI-IntB.June 15, 2006",COI-IntB.2006,COI,2
COI-IntB,B,2006,6,22,22-Jun-06,22-Jun-06,13:11,13:11,14:58,14:58,INTENSIVE,0.074305556,Southampton,4,Coats Island,4.2,699_B_R4,NA,NA,rapid,,NA,2,,16-Oct-19,1,Field Modified GIS selected,1,DUNL,Shorebirds,NA,NA,,0,0,0,0,0,1,not recorded,17,423539.9999,6971432,423839.9999,6971432,423839.9999,6971032,423539.9999,6971032,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:11.COI-IntB.June 22, 2006",COI-IntB.2006,COI,2
COI-IntB,B,2006,6,22,22-Jun-06,22-Jun-06,13:11,13:11,14:58,14:58,INTENSIVE,0.074305556,Southampton,4,Coats Island,4.2,699_B_R4,NA,NA,rapid,,NA,2,,16-Oct-19,1,Field Modified GIS selected,1,KIEI,Waterfowl,NA,NA,,0,0,1,0,0,0,not recorded,17,423539.9999,6971432,423839.9999,6971432,423839.9999,6971032,423539.9999,6971032,0.12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:11.COI-IntB.June 22, 2006",COI-IntB.2006,COI,2
